PeakID (cmd=annotatePeaks.pl results/tmp/normalized_peaks/BCOR_LY1_hg18.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_peak_1922	chr7	24985002	24985169	+	.	NA	intron (NM_015550, intron 1 of 22)	NA	1237	NM_015550	26031		NM_015550	ENSG00000070882	OSBPL3	ORP-3|ORP3|OSBP3	oxysterol binding protein like 3	protein-coding
BCOR_peak_1109	chr8	38973574	38974344	+	.	NA	promoter-TSS (NM_001024381)	NA	297	NR_027638	8754		NM_003816	ENSG00000168615	ADAM9	CORD9|MCMP|MDC9|Mltng	ADAM metallopeptidase domain 9	protein-coding
BCOR_peak_12690	chr14	104290519	104290930	+	.	NA	intron (NM_021709, intron 1 of 2)	NA	195	NM_006427	10572		NM_006427	ENSG00000184990	SIVA1	CD27BP|SIVA|Siva-1|Siva-2	SIVA1 apoptosis inducing factor	protein-coding
BCOR_peak_3497	chr6	91159826	91160036	+	.	NA	Intergenic	NA	80749	NR_039671	100616109		NR_039671	ENSG00000266760	MIR4464	mir-4464	microRNA 4464	ncRNA
BCOR_peak_8392	chr2	162557335	162557600	+	.	NA	non-coding (NR_166822, exon 27 of 27)	NA	81504	NR_166823	1803		NM_001935	ENSG00000197635	DPP4	ADABP|ADCP2|CD26|DPPIV|TP103	dipeptidyl peptidase 4	protein-coding
BCOR_peak_9220	chr19	38360178	38360478	+	.	NA	Intergenic	NA	-16748	NM_002333	4037		NM_002333	ENSG00000130881	LRP3	-	LDL receptor related protein 3	protein-coding
BCOR_peak_11179	chr16	45734246	45735213	+	.	NA	promoter-TSS (NR_110903)	NA	628	NM_018092	81831		NM_018092	ENSG00000171208	NETO2	BTCL2|NEOT2	neuropilin and tolloid like 2	protein-coding
BCOR_peak_879	chr9	133396485	133396677	+	.	NA	promoter-TSS (NM_001135954)	NA	-98	NM_001318519	83549		NM_031432	ENSG00000130717	UCK1	URK1	uridine-cytidine kinase 1	protein-coding
BCOR_peak_12618	chr14	101755051	101755231	+	.	NA	intron (NM_001353662, intron 3 of 3)	NA	16375	NM_001353832	5891		NM_014226	ENSG00000080823	MOK	RAGE|RAGE-1|RAGE1|STK30	MOK protein kinase	protein-coding
BCOR_peak_7543	chr2	8641071	8641414	+	.	NA	intron (NR_110257, intron 1 of 5)	NA	131	NR_110257	101929567		NR_110257	ENSG00000236008	LINC01814	-	long intergenic non-protein coding RNA 1814	ncRNA
BCOR_peak_5218	chr4	141297159	141297501	+	.	NA	Intergenic	NA	-2542	NM_018717	55534		NM_018717	ENSG00000196782	MAML3	CAGH3|ERDA3|GDN|MAM-2|MAM2|TNRC3|mam-3	mastermind like transcriptional coactivator 3	protein-coding
BCOR_peak_17146	chr1	166172881	166173059	+	.	NA	promoter-TSS (NM_001143674)	NA	-36	NM_001143674	25874		NM_015415	ENSG00000143158	MPC2	BRP44|SLC54A2	mitochondrial pyruvate carrier 2	protein-coding
BCOR_peak_8657	chr2	222891316	222891504	+	.	NA	promoter-TSS (NR_136642)	NA	-24	NR_136642	440934		NR_136638	ENSG00000291155	CT75	-	cancer/testis associated transcript 75	ncRNA
BCOR_peak_494	chr9	70926477	70927269	+	.	NA	promoter-TSS (NM_001369871)	NA	638	NM_001369870	9414		NM_004817	ENSG00000119139	TJP2	C9DUPq21.11|DFNA51|DUP9q21.11|FHCA1|PFIC4|X104|ZO2	tight junction protein 2	protein-coding
BCOR_peak_10924	chr16	3010351	3010612	+	.	NA	exon (NM_016639, exon 1 of 4)	NA	111	NM_016639	51330		NM_016639	ENSG00000006327	TNFRSF12A	CD266|FN14|TWEAKR	TNF receptor superfamily member 12A	protein-coding
BCOR_peak_10237	chr17	31964944	31965350	+	.	NA	5' UTR (NM_178517, exon 1 of 3)	NA	220	NM_001346754	284098		NM_178517	ENSG00000277161	PIGW	Gwt1|HPMRS5	phosphatidylinositol glycan anchor biosynthesis class W	protein-coding
BCOR_peak_1307	chr8	81371950	81372179	+	.	NA	Intergenic	NA	55885	NR_049894	100847056		NR_049894	ENSG00000265588	MIR5708	-	microRNA 5708	ncRNA
BCOR_peak_12490	chr14	75114283	75114517	+	.	NA	promoter-TSS (NM_017791)	NA	-316	NM_017791	55640		NM_017791	ENSG00000119686	FLVCR2	C14orf58|CCT|EPV|FLVCRL14q|MFSD7C|PVHH|SLC49A2	FLVCR choline and putative heme transporter 2	protein-coding
BCOR_peak_14115	chr12	122762514	122762766	+	.	NA	promoter-TSS (NM_012463)	NA	-213	NM_012463	23545		NM_012463	ENSG00000185344	ATP6V0A2	A2|ARCL|ARCL2A|ATP6A2|ATP6N1D|J6B7|RTF|STV1|TJ6|TJ6M|TJ6S|VPH1|WSS|a2V	ATPase H+ transporting V0 subunit a2	protein-coding
BCOR_peak_12418	chr14	68515165	68515280	+	.	NA	promoter-TSS (NR_073422)	NA	550	NM_001130004	87		NM_001102	ENSG00000072110	ACTN1	BDPLT15	actinin alpha 1	protein-coding
BCOR_peak_5627	chr3	46505334	46505449	+	.	NA	Intergenic	NA	-3663	NM_001321122	4057		NM_002343	ENSG00000012223	LTF	GIG12|HEL110|HLF2|LF	lactotransferrin	protein-coding
BCOR_peak_15165	chr11	95716096	95716305	+	.	NA	promoter-TSS (NM_032427)	NA	-193	NM_032427	84441		NM_032427	ENSG00000184384	MAML2	MAM-3|MAM2|MAM3|MLL-MAML2	mastermind like transcriptional coactivator 2	protein-coding
BCOR_peak_7563	chr2	10008599	10008965	+	.	NA	promoter-TSS (NM_198182)	NA	-491	NM_198182	29841		NM_198182	ENSG00000134317	GRHL1	LBP32|MGR|NH32|TFCP2L2	grainyhead like transcription factor 1	protein-coding
BCOR_peak_15173	chr11	101722615	101722803	+	.	NA	promoter-TSS (NM_001256163)	NA	-414	NM_001166	329		NM_001166	ENSG00000110330	BIRC2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	baculoviral IAP repeat containing 2	protein-coding
BCOR_peak_1582	chr8	142261254	142262393	+	.	NA	intron (NM_001362798, intron 17 of 21)	NA	46032	NM_001080431	57210		NM_001080431	ENSG00000022567	SLC45A4	-	solute carrier family 45 member 4	protein-coding
BCOR_peak_14570	chr11	47958278	47958481	+	.	NA	promoter-TSS (NM_001098503)	NA	-308	NM_002843	5795		NM_002843	ENSG00000149177	PTPRJ	CD148|DEP1|HPTP eta|HPTPeta|R-PTP-ETA|R-PTP-J|SCC1|THC10	protein tyrosine phosphatase receptor type J	protein-coding
BCOR_peak_13199	chr13	110651951	110652187	+	.	NA	intron (NM_001113513, intron 1 of 19)	NA	-1339	NM_001320853	8874		NM_003899	ENSG00000102606	ARHGEF7	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	Rho guanine nucleotide exchange factor 7	protein-coding
BCOR_peak_11904	chr15	67748451	67748667	+	.	NA	intron (NR_126437, intron 3 of 5)	NA	76966	NR_126437	104472713		NR_126437	ENSG00000245750	PCAT29	-	prostate cancer associated transcript 29	ncRNA
BCOR_peak_1467	chr8	125693589	125694002	+	.	NA	intron (NM_001363300, intron 3 of 12)	NA	73250	NM_005005	4715		NM_005005	ENSG00000147684	NDUFB9	B22|CI-B22|LYRM3|MC1DN24|UQOR22	NADH:ubiquinone oxidoreductase subunit B9	protein-coding
BCOR_peak_2451	chr7	101872519	101872702	+	.	NA	intron (NM_001126340, intron 3 of 3)	NA	11583	NM_001271819	80228		NM_032831	ENSG00000160991	ORAI2	C7orf19|CBCIP2|MEM142B|TMEM142B	ORAI calcium release-activated calcium modulator 2	protein-coding
BCOR_peak_2605	chr7	129251888	129252159	+	.	NA	Intergenic	NA	-49933	NR_029615	406959		NR_029615	ENSG00000207691	MIR183	MIRN183|miR-183|miRNA183	microRNA 183	ncRNA
BCOR_peak_2556	chr7	127432487	127432712	+	.	NA	intron (NM_014390, intron 16 of 23)	NA	7801	NR_027330	27099		NM_014411	ENSG00000279078	SND1-IT1	C7orf54|NAG8|NSG-X	SND1 intronic transcript 1	ncRNA
BCOR_peak_7297	chr20	36867708	36867923	+	.	NA	promoter-TSS (NM_015568)	NA	61	NM_001172735	26051		NM_015568	ENSG00000101445	PPP1R16B	ANKRD4|TIMAP	protein phosphatase 1 regulatory subunit 16B	protein-coding
BCOR_peak_5586	chr3	42030298	42030979	+	.	NA	Intergenic	NA	-52039	NM_001322500	54986		NM_017886	ENSG00000168038	ULK4	FAM7C1|REC01035	unc-51 like kinase 4	protein-coding
BCOR_peak_5481	chr3	15081438	15082012	+	.	NA	non-coding (NR_135247, exon 1 of 5)	NA	101	NR_135246	64432		NM_022497	ENSG00000131368	MRPS25	COXPD50|MRP-S25|RPMS25|mS25	mitochondrial ribosomal protein S25	protein-coding
BCOR_peak_13718	chr12	54784377	54784678	+	.	NA	promoter-TSS (NM_006191)	NA	-83	NM_006191	5036		NM_006191	ENSG00000170515	PA2G4	EBP1|HG4-1|ITAF45|p38-2G4	proliferation-associated 2G4	protein-coding
BCOR_peak_2435	chr7	101428878	101429171	+	.	NA	intron (NM_001202544, intron 2 of 21)	NA	181398	NM_181552	1523		NM_001913	ENSG00000257923	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GDDI|GOLIM6|Nbla10317|p100|p110|p200|p75	cut like homeobox 1	protein-coding
BCOR_peak_13790	chr12	58276168	58276505	+	.	NA	intron (NM_001270622, intron 1 of 5)	NA	259	NM_001270622	9194		NM_004731	ENSG00000118596	SLC16A7	MCT2	solute carrier family 16 member 7	protein-coding
BCOR_peak_401	chr9	34580101	34580412	+	.	NA	promoter-TSS (NM_001842)	NA	-118	NM_001207011	1271		NM_001842	ENSG00000122756	CNTFR	-	ciliary neurotrophic factor receptor	protein-coding
BCOR_peak_12885	chr13	31899188	31899842	+	.	NA	intron (NM_001353637, intron 1 of 1)	NA	752	NR_148475	90634		NM_052818	ENSG00000139597	N4BP2L1	CG018	NEDD4 binding protein 2 like 1	protein-coding
BCOR_peak_7158	chr20	4615658	4615791	+	.	NA	intron (NM_001080123, intron 1 of 1)	NA	622	NM_001271561	5621		NM_000311	ENSG00000171867	PRNP	ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30	prion protein (Kanno blood group)	protein-coding
BCOR_peak_5930	chr3	125931886	125932103	+	.	NA	promoter-TSS (NR_033437)	NA	5	NM_000373	7372		NM_000373	ENSG00000114491	UMPS	OPRT	uridine monophosphate synthetase	protein-coding
BCOR_peak_12374	chr14	63830378	63830969	+	.	NA	5' UTR (NM_001437, exon 1 of 9)	NA	208	NM_001437	2100		NM_001437	ENSG00000140009	ESR2	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2|ODG8	estrogen receptor 2	protein-coding
BCOR_peak_8490	chr2	187059082	187059404	+	.	NA	promoter-TSS (NM_018471)	NA	11	NM_018471	55854		NM_018471	ENSG00000065548	ZC3H15	DFRP1|HT010|LEREPO4|MSTP012	zinc finger CCCH-type containing 15	protein-coding
BCOR_peak_13891	chr12	93065836	93066277	+	.	NA	promoter-TSS (NM_005761)	NA	-428	NM_005761	10154		NM_005761	ENSG00000136040	PLXNC1	CD232|PLXN-C1|VESPR	plexin C1	protein-coding
BCOR_peak_3278	chr6	38778637	38778944	+	.	NA	exon (NM_006708, exon 1 of 6)	NA	109	NM_006708	2739		NM_006708	ENSG00000124767	GLO1	GLOD1|GLYI|HEL-S-74	glyoxalase I	protein-coding
BCOR_peak_2988	chr6	7334602	7335015	+	.	NA	promoter-TSS (NM_001348194)	NA	166	NM_001170692	285782		NM_175745	ENSG00000164304	CAGE1	CT3|CT95|CTAG3|bA69L16.7	cancer antigen 1	protein-coding
BCOR_peak_10843	chr16	727856	728082	+	.	NA	intron (NM_001304799, intron 3 of 11)	NA	3029	NM_001304799	64428		NM_022493	ENSG00000103245	CIAO3	HPRN|IOP1|LET1L|NAR1|NARFL|PRN	cytosolic iron-sulfur assembly component 3	protein-coding
BCOR_peak_5958	chr3	129882197	129882847	+	.	NA	Intergenic	NA	-30171	NM_002950	6184		NM_002950	ENSG00000163902	RPN1	OST1|RBPH1	ribophorin I	protein-coding
BCOR_peak_13252	chr13	113810114	113810233	+	.	NA	intron (NM_007368, intron 7 of 23)	NA	51359	NM_001320822	22821		NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
BCOR_peak_16069	chr1	6473118	6473692	+	.	NA	promoter-TSS (NM_001042664)	NA	-178	NM_001042664	57449		NM_020631	ENSG00000171680	PLEKHG5	ARHGEF45|CMTRIC|DSMA4|GEF720|HMNR4|Syx|Tech	pleckstrin homology and RhoGEF domain containing G5	protein-coding
BCOR_peak_7130	chr20	762299	762840	+	.	NA	5' UTR (NM_001289146, exon 1 of 2)	NA	211	NM_001289145	83541		NM_031424	ENSG00000125898	FAM110A	C20orf55|F10|bA371L19.3	family with sequence similarity 110 member A	protein-coding
BCOR_peak_13617	chr12	47944458	47944600	+	.	NA	promoter-TSS (NM_032704)	NA	-603	NM_032704	84790		NM_032704	ENSG00000167553	TUBA1C	TUBA6|bcm948	tubulin alpha 1c	protein-coding
BCOR_peak_9977	chr17	4215252	4216063	+	.	NA	intron (NM_003342, intron 1 of 5)	NA	1061	NM_003342	7326		NM_003342	ENSG00000132388	UBE2G1	E217K|UBC7|UBE2G	ubiquitin conjugating enzyme E2 G1	protein-coding
BCOR_peak_1069	chr8	29264372	29264677	+	.	NA	promoter-TSS (NM_001394)	NA	-404	NM_001394	1846		NM_001394	ENSG00000120875	DUSP4	HVH2|MKP-2|MKP2|TYP	dual specificity phosphatase 4	protein-coding
BCOR_peak_15559	chr10	50417127	50417398	+	.	NA	promoter-TSS (NM_001277058)	NA	-89	NM_001277058	2074		NM_000124	ENSG00000225830	ERCC6	ARMD5|CKN2|COFS|COFS1|CSB|CSB-PGBD3|POF11|RAD26|UVSS1	ERCC excision repair 6, chromatin remodeling factor	protein-coding
BCOR_peak_16900	chr1	119304118	119304607	+	.	NA	intron (NM_152380, intron 1 of 7)	NA	28127	NM_001330677	6913		NM_152380	ENSG00000092607	TBX15	TBX14	T-box transcription factor 15	protein-coding
BCOR_peak_16631	chr1	52936365	52936514	+	.	NA	intron (NM_023077, intron 1 of 2)	NA	168	NM_023077	65260		NM_023077	ENSG00000162377	COA7	C1orf163|RESA1|SCAN3|SELRC1	cytochrome c oxidase assembly factor 7	protein-coding
BCOR_peak_8928	chr19	2653535	2653654	+	.	NA	promoter-TSS (NM_052847)	NA	98	NM_052847	2788		NM_052847	ENSG00000176533	GNG7	HG3B	G protein subunit gamma 7	protein-coding
BCOR_peak_1424	chr8	121526370	121526635	+	.	NA	promoter-TSS (NM_014078)	NA	69	NM_014078	28998		NM_014078	ENSG00000172172	MRPL13	L13|L13A|L13mt|RPL13|RPML13|uL13m	mitochondrial ribosomal protein L13	protein-coding
BCOR_peak_6590	chr22	28111916	28112125	+	.	NA	intron (NM_001127, intron 1 of 22)	NA	2539	NM_001166019	162		NM_001127	ENSG00000100280	AP1B1	ADTB1|AP105A|BAM22|CLAPB2|KIDAR	adaptor related protein complex 1 subunit beta 1	protein-coding
BCOR_peak_6895	chr21	34909288	34909434	+	.	NA	promoter-TSS (NM_004414)	NA	-79	NM_004414	1827		NM_004414	ENSG00000159200	RCAN1	ADAPT78|CSP1|DSC1|DSCR1|MCIP1|RCN1	regulator of calcineurin 1	protein-coding
BCOR_peak_16916	chr1	144188726	144188907	+	.	NA	intron (NM_153713, intron 1 of 5)	NA	390	NM_153713	128077		NM_153713	ENSG00000271601	LIX1L	-	limb and CNS expressed 1 like	protein-coding
BCOR_peak_14369	chr11	10729123	10730101	+	.	NA	intron (NM_014633, intron 1 of 24)	NA	243	NM_001346279	9646		NM_014633	ENSG00000198730	CTR9	SH2BP1|TSBP|p150|p150TSP	CTR9 homolog, Paf1/RNA polymerase II complex component	protein-coding
BCOR_peak_1398	chr8	103945332	103946190	+	.	NA	promoter-TSS (NR_126339)	NA	86	NR_126339	100506753		NR_126338		MAILR	AZIN1-AS1|H22954|MAIL1	macrophage interferon regulatory lncRNA	ncRNA
BCOR_peak_5334	chr4	177478677	177478834	+	.	NA	intron (NM_021928, intron 1 of 4)	NA	644	NM_021928	60559		NM_021928	ENSG00000129128	SPCS3	PRO3567|SPC22|SPC22/23|SPC23|SPC3|YLR066W	signal peptidase complex subunit 3	protein-coding
BCOR_peak_15319	chr10	1610328	1610453	+	.	NA	intron (NM_018702, intron 1 of 9)	NA	31435	NR_152792	642394		NM_001098830	ENSG00000205696	ADARB2-AS1	C10orf109|NCRNA00168	ADARB2 antisense RNA 1	ncRNA
BCOR_peak_16557	chr1	44910699	44910854	+	.	NA	intron (NM_001300748, intron 1 of 2)	NA	-1461	NR_145816	109623472		NR_145816		SNORD145	-	small nucleolar RNA, C/D box 145	snoRNA
BCOR_peak_14017	chr12	119456504	119457303	+	.	NA	5' UTR (NM_014868, exon 1 of 17)	NA	361	NM_001330474	9921		NM_014868	ENSG00000022840	RNF10	RIE2	ring finger protein 10	protein-coding
BCOR_peak_16732	chr1	84717559	84717989	+	.	NA	exon (NM_025065, exon 1 of 9)	NA	237	NM_025065	80135		NM_025065	ENSG00000117133	RPF1	BXDC5	ribosome production factor 1 homolog	protein-coding
BCOR_peak_5664	chr3	48859495	48860334	+	.	NA	promoter-TSS (NR_109997)	NA	397	NM_001321989	5576		NM_004157	ENSG00000114302	PRKAR2A	PKR2|PRKAR2	protein kinase cAMP-dependent type II regulatory subunit alpha	protein-coding
BCOR_peak_7032	chr21	43671826	43672129	+	.	NA	promoter-TSS (NM_173354)	NA	-538	NM_173354	150094		NM_173354	ENSG00000142178	SIK1	DEE30|MSK|SIK|SIK-1|SIK1B|SNF1LK	salt inducible kinase 1	protein-coding
BCOR_peak_15067	chr11	74377320	74377847	+	.	NA	promoter-TSS (NM_001367862)	NA	-43	NM_001367867	10825		NM_006656	ENSG00000162139	NEU3	SIAL3	neuraminidase 3	protein-coding
BCOR_peak_13331	chr12	1574867	1575011	+	.	NA	promoter-TSS (NM_152441)	NA	-931	NM_152441	144699		NM_152441	ENSG00000171823	FBXL14	Fbl14	F-box and leucine rich repeat protein 14	protein-coding
BCOR_peak_15522	chr10	42953194	42953341	+	.	NA	promoter-TSS (NM_018590)	NA	-632	NM_018590	55454		NM_018590	ENSG00000169826	CSGALNACT2	CHGN2|ChGn-2|GALNACT-2|GALNACT2|PRO0082|beta4GalNAcT	chondroitin sulfate N-acetylgalactosaminyltransferase 2	protein-coding
BCOR_peak_4704	chr5	176431429	176431597	+	.	NA	intron (NM_001363713, intron 7 of 7)	NA	-15009	NM_001354984	2264		NM_002011	ENSG00000160867	FGFR4	CD334|JTK2|TKF	fibroblast growth factor receptor 4	protein-coding
BCOR_peak_14753	chr11	64269157	64269969	+	.	NA	promoter-TSS (NM_153819)	NA	-59	NM_153819	10235		NM_005825	ENSG00000068831	RASGRP2	CALDAG-GEFI|CDC25L	RAS guanyl releasing protein 2	protein-coding
BCOR_peak_13229	chr13	112999233	112999669	+	.	NA	promoter-TSS (NM_005561)	NA	-104	NM_005561	3916		NM_005561	ENSG00000185896	LAMP1	CD107a|LAMPA|LGP120	lysosomal associated membrane protein 1	protein-coding
BCOR_peak_10518	chr17	60549967	60550177	+	.	NA	Intergenic	NA	-13878	NM_001165933	8787		NM_003835	ENSG00000108370	RGS9	PERRS|PERRS1|RGS9L	regulator of G protein signaling 9	protein-coding
BCOR_peak_9236	chr19	40475058	40475463	+	.	NA	intron (NM_001199216, intron 1 of 10)	NA	356	NM_002361	4099		NM_002361	ENSG00000105695	MAG	GMA|S-MAG|SIGLEC-4A|SIGLEC4|SIGLEC4A|SPG75	myelin associated glycoprotein	protein-coding
BCOR_peak_16317	chr1	27521048	27521411	+	.	NA	promoter-TSS (NR_037576)	NA	6	NM_032125	84065		NM_032125	ENSG00000186501	TMEM222	C1orf160|NEDMOSBA	transmembrane protein 222	protein-coding
BCOR_peak_4221	chr5	60664060	60664263	+	.	NA	exon (NM_020928, exon 1 of 14)	NA	319	NM_020928	57688		NM_020928	ENSG00000130449	ZSWIM6	AFND|NEDMAGA	zinc finger SWIM-type containing 6	protein-coding
BCOR_peak_10590	chr17	71416844	71416949	+	.	NA	TTS (NM_001319193)	NA	-4336	NM_032478	64978		NM_032478	ENSG00000204316	MRPL38	HSPC262|L38MT|MRP-L3|MRP-L38|RPML3|mL38	mitochondrial ribosomal protein L38	protein-coding
BCOR_peak_7208	chr20	25175172	25175519	+	.	NA	Intergenic	NA	-1376	NM_002862	5834		NM_002862	ENSG00000100994	PYGB	GPBB	glycogen phosphorylase B	protein-coding
BCOR_peak_10358	chr17	40454868	40455107	+	.	NA	Intergenic	NA	29539	NM_001128631	79877		NM_024819	ENSG00000172992	DCAKD	-	dephospho-CoA kinase domain containing	protein-coding
BCOR_peak_3348	chr6	43585164	43585317	+	.	NA	exon (NM_001012974, exon 1 of 6)	NA	819	NM_001012974	221424		NM_001012974	ENSG00000204052	LRRC73	C6orf154	leucine rich repeat containing 73	protein-coding
BCOR_peak_9968	chr17	3814284	3814454	+	.	NA	5' UTR (NM_174956, exon 1 of 22)	NA	111	NM_174954	489		NM_005173	ENSG00000074370	ATP2A3	SERCA3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	protein-coding
BCOR_peak_17259	chr1	199406940	199407048	+	.	NA	intron (NM_001288564, intron 1 of 5)	NA	339	NM_001288564	252839		NM_016456	ENSG00000116857	TMEM9	DERM4|TMEM9A	transmembrane protein 9	protein-coding
BCOR_peak_5122	chr4	107036871	107037406	+	.	NA	intron (NM_001184690, intron 1 of 12)	NA	1061	NM_001184692	255743		NM_198278	ENSG00000168743	NPNT	EGFL6L|POEM	nephronectin	protein-coding
BCOR_peak_3812	chr6	158985317	158985739	+	.	NA	intron (NM_001291603, intron 1 of 4)	NA	235	NM_006519	6993		NM_006519	ENSG00000146425	DYNLT1	CW-1|TCTEL1|TCTEX1|tctex-1	dynein light chain Tctex-type 1	protein-coding
BCOR_peak_14990	chr11	67984829	67984993	+	.	NA	intron (NM_001352348, intron 1 of 24)	NA	115	NM_018312	55291		NM_018312	ENSG00000110075	PPP6R3	C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3	protein phosphatase 6 regulatory subunit 3	protein-coding
BCOR_peak_5909	chr3	123256930	123257065	+	.	NA	promoter-TSS (NM_001206925)	NA	98	NM_175862	942		NM_006889	ENSG00000114013	CD86	B7-2|B7.2|B70|CD28LG2|LAB72	CD86 molecule	protein-coding
BCOR_peak_16484	chr1	39340967	39341567	+	.	NA	intron (NM_012090, intron 1 of 92)	NA	18841	NM_012090	23499		NM_012090	ENSG00000127603	MACF1	ABP620|ACF7|KIAA0754|LIS9|Lnc-PMIF|MACF|OFC4	microtubule actin crosslinking factor 1	protein-coding
BCOR_peak_3267	chr6	37179159	37179285	+	.	NA	Intergenic	NA	-66684	NM_002648	5292		NM_002648	ENSG00000137193	PIM1	PIM	Pim-1 proto-oncogene, serine/threonine kinase	protein-coding
BCOR_peak_7922	chr2	64099336	64099633	+	.	NA	intron (NM_016516, intron 1 of 22)	NA	582	NM_001005739	51542		NM_016516	ENSG00000143952	VPS54	HCC8|PPP1R164|SLP-8p|VPS54L|WR|hVps54L	VPS54 subunit of GARP complex	protein-coding
BCOR_peak_7109	chr21	45683623	45684045	+	.	NA	intron (NM_001379500, intron 2 of 41)	NA	-14421	NR_027498	378832		NM_199175	ENSG00000183535	COL18A1-AS1	C21orf123|NCRNA00175|PRED80	COL18A1 antisense RNA 1	ncRNA
BCOR_peak_8699	chr2	231478402	231478629	+	.	NA	Intergenic	NA	19010	NR_038238	151484		NR_038238	ENSG00000232520	GCSIR	Lnc-ITM2C-1	GPR55 cis regulatory suppressor of immune response RNA	ncRNA
BCOR_peak_1543	chr8	141713292	141713872	+	.	NA	intron (NM_001164623, intron 1 of 17)	NA	1332	NM_012154	27161		NM_012154	ENSG00000123908	AGO2	CASC7|EIF2C2|LESKRES|LINC00980|PPD|Q10	argonaute RISC catalytic component 2	protein-coding
BCOR_peak_8152	chr2	99137696	99138215	+	.	NA	promoter-TSS (NM_025244)	NA	-14	NM_001204830	51601		NM_015929	ENSG00000144182	LIPT1	LIPT1D	lipoyltransferase 1	protein-coding
BCOR_peak_15968	chr10	125842103	125842743	+	.	NA	promoter-TSS (NM_015892)	NA	-511	NM_015892	51363		NM_014863	ENSG00000182022	CHST15	BRAG|GALNAC4S-6ST	carbohydrate sulfotransferase 15	protein-coding
BCOR_peak_14918	chr11	66795911	66796064	+	.	NA	intron (NM_001619, intron 1 of 20)	NA	5467	NM_001619	156		NM_001619	ENSG00000173020	GRK2	ADRBK1|BARK1|BETA-ARK1	G protein-coupled receptor kinase 2	protein-coding
BCOR_peak_689	chr9	112058844	112059366	+	.	NA	promoter-TSS (NM_001244938)	NA	-497	NM_001244938	7295		NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1|TXN1|Trx80	thioredoxin	protein-coding
BCOR_peak_8202	chr2	112179374	112179534	+	.	NA	Intergenic	NA	65728	NR_039929	100616165		NR_039929	ENSG00000266063	MIR4771-2	-	microRNA 4771-2	ncRNA
BCOR_peak_12320	chr14	55117074	55117519	+	.	NA	promoter-TSS (NR_027123)	NA	618	NM_001079521	3895		NM_004986	ENSG00000126777	KTN1	CG1|KNT|MU-RMS-40.19	kinectin 1	protein-coding
BCOR_peak_7447	chr20	61639735	61639899	+	.	NA	promoter-TSS (NM_005975)	NA	-644	NM_005975	5753		NM_005975	ENSG00000101213	PTK6	BRK	protein tyrosine kinase 6	protein-coding
BCOR_peak_17222	chr1	181815896	181816341	+	.	NA	intron (NM_001127651, intron 3 of 15)	NA	10099	NM_000433	4688		NM_000433	ENSG00000116701	NCF2	NCF-2|NOXA2|P67-PHOX|P67PHOX	neutrophil cytosolic factor 2	protein-coding
BCOR_peak_9654	chr18	43733954	43734105	+	.	NA	Intergenic	NA	-22514	NM_001135937	4087		NM_005901	ENSG00000175387	SMAD2	CHTD8|JV18|JV18-1|LDS6|MADH2|MADR2|hMAD-2|hSMAD2	SMAD family member 2	protein-coding
BCOR_peak_10056	chr17	7964726	7964829	+	.	NA	3' UTR (NM_032580, exon 4 of 4)	NA	-1818	NM_001165960	59344		NM_021628	ENSG00000179148	ALOXE3	ARCI3|E-LOX|LI5|eLOX-3|eLOX3	arachidonate lipoxygenase 3	protein-coding
BCOR_peak_5020	chr4	80079457	80079775	+	.	NA	promoter-TSS (NM_001040202)	NA	0	NR_146462	152559		NM_177453	ENSG00000163291	PAQR3	RKTG	progestin and adipoQ receptor family member 3	protein-coding
